City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,jalu,29.03,21.55,67.95,32,100,7.83,LY,1586378714
283,shakawe,-18.37,21.85,74.53,32,82,3.8,BW,1586378714
284,upernavik,72.79,-56.15,15.13,86,7,2.95,GL,1586378715
285,nioro,13.35,-15.75,81.75,35,0,13.58,GM,1586378715
286,codrington,-38.27,141.97,54.99,86,3,10.54,AU,1586378507
287,tasiilaq,65.61,-37.64,28.4,74,2,16.11,GL,1586378455
288,broome,42.25,-75.83,57.99,54,40,13.87,US,1586378715
289,marystown,47.17,-55.15,30.69,93,100,13.8,CA,1586378535
290,socorro,31.65,-106.3,79.0,17,75,13.87,US,1586378715
291,beringovskiy,63.05,179.32,12.92,88,0,1.9,RU,1586378492
292,tual,-5.67,132.75,82.92,72,99,6.17,ID,1586378716
293,sorong,-0.88,131.25,77.52,85,16,4.25,ID,1586378716
294,batemans bay,-35.72,150.18,57.0,100,53,5.95,AU,1586378716
295,kupang,-10.17,123.58,80.67,75,100,7.9,ID,1586378716
296,brae,60.4,-1.35,41.0,86,9,8.05,GB,1586378716
297,zyryanovsk,49.74,84.27,40.8,74,100,2.17,KZ,1586378716
298,san cristobal,7.77,-72.22,91.4,55,40,12.75,VE,1586378717
299,lorengau,-2.02,147.27,81.21,79,63,4.0,PG,1586378447
300,cacule,-14.5,-42.22,75.99,70,100,2.33,BR,1586378717
301,luderitz,-26.65,15.16,59.0,87,34,6.93,NA,1586378717
302,gusinoye ozero,51.11,106.26,35.91,62,0,2.93,RU,1586378717
303,hamilton,39.18,-84.53,81.0,32,40,9.17,US,1586378717
304,saldanha,-33.01,17.94,59.0,38,0,5.82,ZA,1586378717
305,sinfra,6.62,-5.92,78.8,83,75,6.93,CI,1586378718
306,nara,34.69,135.8,48.2,70,0,4.7,JP,1586378528
307,bontang,0.13,117.5,76.46,90,67,5.39,ID,1586378501
308,vila do maio,15.13,-23.22,77.0,61,0,19.46,CV,1586378718
309,adrar,20.5,-10.07,83.19,12,0,9.31,MR,1586378425
310,clarence town,-32.58,151.78,63.0,100,90,4.7,AU,1586378718
311,krasnyy yar,46.53,48.35,35.6,59,0,4.47,RU,1586378719
312,sambava,-14.27,50.17,75.2,84,3,9.19,MG,1586378565
313,usinsk,65.99,57.53,16.59,97,93,10.36,RU,1586378719
314,baruun-urt,46.68,113.28,24.46,65,0,4.41,MN,1586378719
315,batesville,35.77,-91.64,90.0,48,1,6.93,US,1586378719
316,cintalapa,16.7,-93.73,98.6,25,6,2.21,MX,1586378719
317,souillac,-20.52,57.52,80.6,78,75,8.05,MU,1586378719
318,bubaque,11.28,-15.83,79.57,74,0,17.65,GW,1586378720
319,verkhnetulomskiy,68.61,31.8,41.0,56,99,8.95,RU,1586378720
320,ilulissat,69.22,-51.1,19.4,62,0,2.24,GL,1586378489
321,karratha,-20.74,116.85,79.92,65,49,4.32,AU,1586378607
322,ucluelet,48.93,-125.55,61.0,58,40,9.17,CA,1586378500
323,tevaitoa,-16.78,-151.5,84.09,74,74,13.71,PF,1586378720
324,kapoeta,4.77,33.59,86.76,33,4,13.94,SS,1586378720
325,poya,-21.35,165.15,75.83,79,31,10.94,NC,1586378721
326,gunjur,13.2,-16.73,78.8,57,0,10.29,GM,1586378721
327,tairua,-37.02,175.85,62.01,69,54,15.99,NZ,1586378721
328,vestmanna,62.16,-7.17,37.4,74,32,11.41,FO,1586378721
329,honningsvag,70.98,25.97,35.6,96,75,18.34,NO,1586378721
330,general artigas,-26.93,-56.22,73.4,38,84,9.17,PY,1586378721
331,santa cruz de tenerife,28.47,-16.25,71.01,45,14,13.87,ES,1586378484
332,yining,29.04,114.56,55.85,76,4,1.86,CN,1586378722
333,bemidji,47.47,-94.88,46.4,48,75,14.99,US,1586378682
334,bumbuna,9.05,-11.73,82.51,61,11,5.48,SL,1586378722
335,krasnoselkup,65.7,82.47,25.23,96,98,18.66,RU,1586378723
336,colares,38.8,-9.45,63.0,82,40,4.7,PT,1586378723
337,charters towers,-20.1,146.27,67.06,81,1,5.28,AU,1586378723
338,sidrolandia,-20.93,-54.96,80.6,54,40,8.05,BR,1586378543
339,barcelona,41.39,2.16,61.0,72,20,2.24,ES,1586378624
340,carauari,-4.88,-66.9,83.37,73,96,3.24,BR,1586378723
341,manavgat,36.79,31.44,59.0,87,75,4.7,TR,1586378723
342,lazaro cardenas,17.96,-102.2,89.2,39,62,8.72,MX,1586378724
343,zlitan,32.47,14.57,59.05,61,0,8.86,LY,1586378724
344,roma,43.21,-75.46,53.01,66,90,9.17,US,1586378698
345,shingu,33.73,135.98,47.89,63,0,4.76,JP,1586378724
346,general pico,-35.66,-63.76,65.57,38,26,10.65,AR,1586378724
347,majene,-3.54,118.97,76.23,86,69,3.69,ID,1586378724
348,nouakchott,18.09,-15.98,78.8,54,0,14.99,MR,1586378725
349,butterworth,5.4,100.36,80.6,88,40,3.94,MY,1586378725
350,touros,-5.2,-35.46,84.2,74,20,8.05,BR,1586378511
351,mayumba,-3.43,10.66,80.4,86,80,4.7,GA,1586378725
352,ondangwa,-17.92,15.95,77.0,61,73,4.7,NA,1586378725
353,hirara,24.8,125.28,69.78,79,94,18.05,JP,1586378637
354,sorbhog,26.5,90.87,71.38,26,0,6.02,IN,1586378725
355,cabo san lucas,22.89,-109.91,87.01,50,90,11.41,MX,1586378526
356,seoul,37.57,126.98,42.8,48,20,3.36,KR,1586378715
357,cidreira,-30.18,-50.21,65.1,71,37,15.86,BR,1586378726
358,bereslavka,48.63,44.04,39.2,29,0,11.18,RU,1586378726
359,tver,56.86,35.89,36.82,86,0,3.85,RU,1586378726
360,guymon,36.68,-101.48,82.4,14,1,13.87,US,1586378726
361,inongo,-1.95,18.27,72.32,88,100,2.04,CD,1586378726
362,natal,-5.79,-35.21,86.0,70,20,12.75,BR,1586378727
363,nyurba,63.28,118.33,30.67,97,91,3.6,RU,1586378519
364,kerman,30.28,57.08,57.2,67,75,19.46,IR,1586378727
365,bacolod,10.67,122.95,77.02,74,54,5.84,PH,1586378727
366,kibala,9.11,18.35,85.19,42,63,0.94,TD,1586378727
367,lata,40.16,-8.33,62.01,90,100,1.66,PT,1586378546
368,fairbanks,64.84,-147.72,28.0,52,1,4.7,US,1586378727
369,dunedin,-45.87,170.5,52.0,70,100,1.01,NZ,1586378727
370,eureka,40.8,-124.16,72.0,77,1,13.87,US,1586378728
371,gladstone,-23.85,151.25,71.6,73,90,8.05,AU,1586378728
372,port lincoln,-34.73,135.87,60.03,76,85,8.03,AU,1586378728
373,xining,36.62,101.77,38.3,24,18,2.06,CN,1586378541
374,guatire,10.48,-66.54,84.0,59,100,4.0,VE,1586378728
375,gbarnga,7.0,-9.47,75.65,87,73,2.8,LR,1586378728
376,ziro,27.63,93.83,50.67,41,70,2.44,IN,1586378729
377,tessalit,20.2,1.01,81.05,11,0,6.02,ML,1586378729
378,irig,45.1,19.86,53.6,45,0,4.7,RS,1586378729
379,yumen,40.28,97.2,46.44,26,0,3.58,CN,1586378729
380,sitka,57.05,-135.33,44.6,87,90,20.8,US,1586378502
381,beni suef,29.07,31.1,65.05,43,29,7.99,EG,1586378729
382,newport,51.59,-3.0,61.0,59,0,5.82,GB,1586378729
383,pahrump,36.21,-115.98,66.2,39,75,14.99,US,1586378730
384,beloha,-25.17,45.05,73.0,85,43,8.03,MG,1586378730
385,baykit,61.67,96.37,38.98,84,100,7.23,RU,1586378730
386,salme,28.04,85.09,57.2,76,20,6.8,NP,1586378730
387,alyangula,-13.85,136.42,75.2,100,90,9.44,AU,1586378730
388,sarangani,5.4,125.46,81.19,75,17,3.44,PH,1586378730
389,wagar,16.15,36.2,82.71,47,9,11.52,SD,1586378730
390,dawlatabad,36.41,64.91,36.18,79,100,5.68,AF,1586378731
391,bonavista,48.65,-53.11,35.01,55,83,5.99,CA,1586378731
392,amberley,39.2,-84.43,81.0,32,40,9.17,US,1586378732
393,green valley,31.85,-110.99,82.4,19,20,20.8,US,1586378442
394,lethbridge,49.7,-112.82,41.0,35,20,11.41,CA,1586378710
395,saint-francois,46.42,3.91,57.2,41,0,2.24,FR,1586378732
396,the valley,18.22,-63.06,86.0,69,20,10.29,AI,1586378597
397,waiuku,-37.25,174.75,63.0,63,99,17.22,NZ,1586378733
398,mount gambier,-37.83,140.77,48.2,93,75,4.7,AU,1586378733
399,cochrane,51.18,-114.47,37.4,37,1,5.82,CA,1586378526
400,yuma,32.73,-114.62,66.0,48,75,6.93,US,1586378733
401,nome,64.5,-165.41,3.99,84,90,5.82,US,1586378733
402,san quintin,30.48,-115.95,60.1,59,0,11.88,MX,1586378496
403,pucallpa,-8.38,-74.55,35.6,100,75,4.7,PE,1586378734
404,carutapera,-1.2,-46.02,78.31,89,100,15.03,BR,1586378734
405,udachnyy,66.42,112.4,35.6,43,100,11.18,RU,1586378734
406,lexington,37.99,-84.48,80.6,64,20,5.82,US,1586378734
407,lancaster,40.25,-76.25,75.2,43,20,17.22,US,1586378730
408,dodoma,-6.17,35.74,65.89,66,60,6.78,TZ,1586378734
409,pinos,22.3,-101.57,84.2,10,40,4.7,MX,1586378734
410,obera,-27.49,-55.12,64.35,49,18,4.68,AR,1586378497
411,fare,-16.7,-151.02,83.62,76,82,13.85,PF,1586378735
412,arras,50.29,2.78,66.0,59,50,10.29,FR,1586378735
413,businga,3.33,20.88,73.8,85,100,3.15,CD,1586378735
414,riyadh,24.69,46.72,91.4,15,75,10.29,SA,1586378668
415,pangnirtung,66.15,-65.71,19.4,73,20,1.72,CA,1586378735
416,atar,20.52,-13.05,84.31,13,0,6.33,MR,1586378549
417,ape,57.54,26.69,43.18,62,100,6.8,LV,1586378736
418,gazanjyk,39.24,55.52,44.38,48,11,8.08,TM,1586378736
419,vardo,70.37,31.11,37.4,69,40,17.22,NO,1586378736
420,mangrol,21.12,70.12,75.47,87,0,5.79,IN,1586378736
421,waitati,-45.75,170.57,52.0,64,100,11.99,NZ,1586378736
422,boffa,10.17,-14.03,79.9,76,0,6.31,GN,1586378736
423,talcahuano,-36.72,-73.12,55.4,82,90,9.17,CL,1586378736
424,sarankhola,22.31,89.79,76.89,90,0,4.94,BD,1586378737
425,tacuati,-23.45,-56.58,79.93,25,2,5.55,PY,1586378737
426,villanueva,15.32,-88.0,95.0,52,40,16.11,HN,1586378737
427,lac du bonnet,50.25,-96.06,37.99,45,96,13.0,CA,1586378450
428,maldonado,-34.67,-54.92,64.4,63,40,14.99,UY,1586378737
429,ankang,32.68,109.02,57.47,55,36,2.8,CN,1586378738
430,grindavik,63.84,-22.43,35.6,69,43,3.36,IS,1586378450
431,mushie,-3.02,16.9,75.13,86,100,2.66,CD,1586378738
432,sehithwa,-20.47,22.72,75.87,26,26,4.5,BW,1586378738
433,shenjiamen,29.96,122.3,55.33,77,100,6.22,CN,1586378739
434,bellevue,47.61,-122.2,63.0,47,1,10.29,US,1586378662
435,bilibino,68.05,166.44,11.35,89,100,5.01,RU,1586378739
436,waingapu,-9.66,120.26,78.53,79,20,3.44,ID,1586378739
437,dong hoi,17.48,106.6,71.67,89,100,5.46,VN,1586378739
438,wittmund,53.57,7.78,54.0,87,20,5.82,DE,1586378739
439,nizhyn,51.05,31.89,45.34,74,3,5.79,UA,1586378591
440,valdivia,-39.81,-73.25,78.8,31,0,3.36,CL,1586378740
441,uusikaupunki,60.8,21.41,44.6,65,100,9.17,FI,1586378740
442,kathu,7.92,98.33,80.6,83,20,2.24,TH,1586378740
443,pasni,25.26,63.47,76.28,77,0,5.01,PK,1586378740
444,imbituba,-28.24,-48.67,71.6,64,0,12.75,BR,1586378476
445,hachinohe,40.5,141.5,37.4,86,75,6.93,JP,1586378741
446,rodos,36.44,28.22,55.4,93,20,2.24,GR,1586378741
447,shepsi,44.04,39.15,49.21,64,0,6.35,RU,1586378741
448,kishtwar,33.32,75.77,47.39,26,71,5.59,IN,1586378741
449,moctezuma,29.8,-109.67,79.7,22,99,22.59,MX,1586378741
450,darab,28.75,54.54,69.44,29,41,2.28,IR,1586378742
451,fereydunshahr,32.94,50.12,42.1,37,100,1.54,IR,1586378742
452,rocha,-34.48,-54.33,59.18,72,55,9.82,UY,1586378742
453,xiaoweizhai,26.19,107.51,48.63,67,21,2.37,CN,1586378742
454,maceio,-9.67,-35.74,82.4,74,20,11.41,BR,1586378696
455,muros,42.78,-9.06,60.01,87,40,2.24,ES,1586378498
456,linjiang,41.81,126.91,31.19,83,96,1.81,CN,1586378743
457,flinders,-34.58,150.86,62.01,93,48,9.17,AU,1586378743
458,midland,32.0,-102.08,89.01,19,1,12.75,US,1586378743
459,herat,34.5,62.0,32.27,57,100,19.69,AF,1586378743
460,beira,-19.84,34.84,78.22,82,98,13.06,MZ,1586378743
461,paamiut,61.99,-49.67,32.86,83,97,6.02,GL,1586378731
462,queanbeyan,-35.35,149.23,54.0,87,75,3.36,AU,1586378743
463,woodway,31.51,-97.2,93.0,52,1,5.82,US,1586378744
464,saint-donat-de-montcalm,46.32,-74.22,45.0,4,100,1.01,CA,1586378744
465,naze,28.37,129.48,55.4,87,20,4.7,JP,1586378744
466,oskemen,49.96,82.61,35.6,100,75,1.61,KZ,1586378744
467,kailua,21.4,-157.74,79.0,65,20,6.93,US,1586378521
468,nanma,36.18,118.16,50.0,68,100,3.0,CN,1586378745
469,vanavara,60.34,102.28,32.79,84,0,4.47,RU,1586378745
470,saint-georges,12.06,-61.75,79.72,75,100,15.5,GD,1586378695
471,hua hin,12.57,99.96,79.23,78,81,5.86,TH,1586378745
472,camacha,33.08,-16.33,69.8,88,40,13.87,PT,1586378746
473,singapore,1.29,103.85,80.6,88,75,7.96,SG,1586378719
474,cozumel,20.51,-86.95,90.0,52,5,6.93,MX,1586378746
475,verkhnevilyuysk,63.45,120.32,32.25,93,96,3.31,RU,1586378746
476,bykivka,50.29,27.98,46.36,59,0,5.21,UA,1586378746
477,kristianstad,56.03,14.15,50.0,56,98,3.36,SE,1586378746
478,nehe,48.48,124.83,33.58,78,100,7.67,CN,1586378747
479,acapulco,16.86,-99.89,86.0,66,40,9.17,MX,1586378449
480,santa flavia,38.09,13.54,57.0,76,0,4.5,IT,1586378747
481,ukiah,39.15,-123.21,78.01,46,1,2.71,US,1586378747
482,chapais,49.78,-74.85,33.8,31,1,5.82,CA,1586378747
483,kysyl-syr,63.9,122.76,31.5,96,100,4.85,RU,1586378747
484,villa maria,-32.41,-63.24,64.99,51,85,1.99,AR,1586378748
485,menongue,-14.66,17.69,64.8,47,0,3.42,AO,1586378748
486,pacific grove,36.62,-121.92,61.0,63,75,10.29,US,1586378748
487,sinazongwe,-17.26,27.46,75.49,64,29,4.94,ZM,1586378748
488,ambon,-3.7,128.18,82.27,73,100,6.53,ID,1586378547
489,progreso,21.28,-89.67,105.01,24,20,6.93,MX,1586378748
490,aksu,41.12,80.26,57.4,21,8,4.32,CN,1586378749
491,oussouye,12.48,-16.55,86.0,58,0,6.93,SN,1586378749
492,alta,69.97,23.27,35.6,96,90,8.05,NO,1586378749
493,bulgan,48.81,103.53,34.14,49,4,2.21,MN,1586378749
494,klaksvik,62.23,-6.59,37.4,74,43,11.41,FO,1586378750
495,andilamena,-17.02,48.58,62.6,75,14,4.07,MG,1586378750
496,palmer,42.16,-72.33,57.2,44,75,6.93,US,1586378750
497,komsomolskiy,40.43,71.72,39.2,80,90,11.41,UZ,1586378750
498,kenai,60.55,-151.26,32.0,84,1,5.82,US,1586378469
499,dovers,12.88,-61.18,82.4,74,40,6.93,VC,1586378751
500,richards bay,-28.78,32.04,67.53,74,95,2.17,ZA,1586378751
501,bundaberg,-24.85,152.35,69.01,88,75,11.41,AU,1586378751
502,ternate,0.8,127.4,78.48,78,19,7.14,ID,1586378751
503,salalah,17.02,54.09,80.6,83,0,4.7,OM,1586378751
504,saint anthony,45.02,-93.22,57.0,22,1,21.92,US,1586378545
505,presidencia roque saenz pena,-26.79,-60.44,68.77,45,39,4.47,AR,1586378752
506,bonthe,7.53,-12.51,82.31,80,2,9.53,SL,1586378752
507,bridlington,54.08,-0.19,55.99,66,12,2.24,GB,1586378752
508,bud,39.45,-86.18,84.0,36,1,6.93,US,1586378667
509,gumrak,48.78,44.38,39.2,29,0,11.18,RU,1586378752
510,kondinskoye,59.65,67.41,24.75,97,100,16.51,RU,1586378752
511,pozo colorado,-23.49,-58.8,75.2,37,8,6.44,PY,1586378752
512,genoa,44.41,8.96,64.4,25,0,4.7,IT,1586378469
513,senanga,-16.12,23.27,69.64,52,0,5.28,ZM,1586378753
514,katsuura,35.13,140.3,59.0,77,20,11.41,JP,1586378753
515,dormidontovka,47.77,134.91,33.69,85,100,5.68,RU,1586378548
516,oster,50.95,30.88,53.01,39,0,4.47,UA,1586378753
517,muana,-1.53,-49.22,76.6,96,100,5.79,BR,1586378753
518,vanimo,-2.67,141.3,78.1,83,95,5.06,PG,1586378754
519,ibra,22.69,58.53,80.51,28,0,4.45,OM,1586378754
520,puerto baquerizo moreno,-0.9,-89.6,87.8,70,20,13.87,EC,1586378754
521,ostrovnoy,68.05,39.51,35.51,87,100,21.72,RU,1586378754
522,langsa,4.47,97.97,75.06,89,97,1.99,ID,1586378754
523,kungsbacka,57.49,12.08,48.0,70,46,8.05,SE,1586378755
524,gimli,50.63,-96.99,39.0,45,99,13.0,CA,1586378583
525,zhuhai,22.28,113.57,69.01,82,20,6.93,CN,1586378755
526,mersing,2.43,103.84,77.0,94,61,4.7,MY,1586378755
527,eyl,7.98,49.82,81.95,63,0,8.9,SO,1586378755
528,rawson,-43.3,-65.1,71.85,28,0,25.17,AR,1586378755
529,koumac,-20.57,164.28,77.65,75,18,7.29,NC,1586378756
530,samarai,-10.62,150.67,80.13,81,9,5.86,PG,1586378756
531,vitim,59.45,112.56,27.95,94,0,2.71,RU,1586378756
532,aljezur,37.32,-8.8,63.0,82,100,4.5,PT,1586378756
533,necochea,-38.55,-58.74,62.01,67,0,3.0,AR,1586378553
534,arman,59.7,150.17,20.75,92,100,3.71,RU,1586378517
535,saint-joseph,-21.37,55.62,77.0,78,75,5.82,RE,1586378757
536,pashiya,58.43,58.26,19.83,94,62,3.83,RU,1586378757
537,bassila,9.01,1.67,79.0,62,50,6.22,BJ,1586378757
538,puerto leguizamo,-0.19,-74.78,83.05,75,97,2.39,CO,1586378757
539,cururupu,-1.83,-44.87,78.98,90,100,6.87,BR,1586378757
540,khartoum,15.55,32.53,98.6,13,0,19.46,SD,1586378672
541,balkhash,46.84,74.98,39.96,57,100,13.71,KZ,1586378758
542,hameenlinna,61.0,24.46,45.0,66,100,13.87,FI,1586378546
543,xinglongshan,43.96,125.47,32.0,95,40,2.24,CN,1586378758
544,lavrentiya,65.58,-171.0,7.54,89,7,7.94,RU,1586378499
545,guanica,17.97,-66.91,84.0,74,90,10.29,PR,1586378758
546,cap malheureux,-19.98,57.61,80.6,78,75,8.05,MU,1586378758
547,gorontalo,0.54,123.06,74.95,85,48,2.66,ID,1586378582
548,severo-yeniseyskiy,60.37,93.04,30.0,83,100,10.02,RU,1586378759
549,kamiiso,41.82,140.65,37.54,79,80,4.97,JP,1586378759
550,coracao de jesus,-16.69,-44.37,75.2,83,99,4.7,BR,1586378759
551,piacabucu,-10.41,-36.43,80.31,72,14,7.4,BR,1586378759
552,finschhafen,-6.6,147.87,81.86,73,6,6.58,PG,1586378759
553,ilhabela,-23.78,-45.36,70.79,74,99,8.5,BR,1586378760
554,lofthus,59.95,10.8,48.99,70,91,5.82,NO,1586378760
555,acarau,-2.89,-40.12,79.05,88,79,9.15,BR,1586378753
556,pochutla,15.74,-96.47,95.0,44,20,11.41,MX,1586378760
557,luwuk,-0.95,122.79,79.77,71,62,3.85,ID,1586378760
558,urumqi,43.8,87.6,60.8,25,0,4.47,CN,1586378738
559,fortuna,40.6,-124.16,77.0,77,1,13.87,US,1586378761
560,bertoua,4.58,13.68,73.04,75,100,1.45,CM,1586378761
561,putina,-15.47,-69.43,48.54,22,40,6.29,PE,1586378761
562,sao domingos,-13.4,-46.32,76.96,66,98,2.73,BR,1586378761
563,lasa,46.62,10.7,62.6,65,5,3.36,IT,1586378761
564,lannion,48.75,-3.42,53.01,87,20,2.24,FR,1586378762
565,lixourion,38.2,20.43,54.0,37,77,8.99,GR,1586378762
566,yuzawa,39.17,140.5,38.68,81,90,4.63,JP,1586378762
567,blagoyevo,63.37,47.92,27.3,97,31,5.99,RU,1586378517
